"Equipment","MaintKind","StopStart","ReStart","StopHours","Manpower","Factory","Line","DeptCode"
"Slab Storage Rack","교체휴지","2017-10-10","2017-10-10","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-10-17","2017-10-17","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-10-17","2017-10-17","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-10-17","2017-10-17","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-11-01","2017-11-01","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-11-01","2017-11-01","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-11-01","2017-11-01","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-11-07","2017-11-07","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-11-07","2017-11-07","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-11-07","2017-11-07","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-11-13","2017-11-13","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-11-13","2017-11-13","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-11-13","2017-11-13","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-11-21","2017-11-21","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-11-21","2017-11-21","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-11-21","2017-11-21","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-12-04","2017-12-04","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-12-04","2017-12-04","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-12-04","2017-12-04","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-12-11","2017-12-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-12-11","2017-12-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-12-11","2017-12-11","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2017-12-26","2017-12-26","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2017-12-26","2017-12-26","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2017-12-26","2017-12-26","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-01-02","2018-01-02","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-01-02","2018-01-02","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-01-02","2018-01-02","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-01-08","2018-01-08","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-01-08","2018-01-08","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-01-08","2018-01-08","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-01-23","2018-01-23","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-01-23","2018-01-23","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-01-23","2018-01-23","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-01-31","2018-01-31","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-01-31","2018-01-31","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-01-31","2018-01-31","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-02-07","2018-02-07","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-02-07","2018-02-07","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-02-07","2018-02-07","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-02-12","2018-02-12","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-02-12","2018-02-12","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-02-12","2018-02-12","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-02-27","2018-02-27","3","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-02-27","2018-02-27","3","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-02-27","2018-02-27","3","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-03-13","2018-03-13","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-03-13","2018-03-13","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-03-13","2018-03-13","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-03-21","2018-03-21","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-03-21","2018-03-21","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-03-21","2018-03-21","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-03-26","2018-03-26","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-03-26","2018-03-26","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-03-26","2018-03-26","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-04-11","2018-04-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-04-11","2018-04-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-04-11","2018-04-11","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-04-19","2018-04-19","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-04-19","2018-04-19","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-04-19","2018-04-19","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-04-25","2018-04-25","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-04-25","2018-04-25","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-04-25","2018-04-25","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-05-11","2018-05-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-05-11","2018-05-11","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-05-11","2018-05-11","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-05-16","2018-05-16","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-05-16","2018-05-16","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-05-16","2018-05-16","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-05-20","2018-05-20","4","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-05-20","2018-05-20","4","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-05-20","2018-05-20","4","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-06-04","2018-06-04","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-06-04","2018-06-04","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-06-04","2018-06-04","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-06-11","2018-06-11","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-06-11","2018-06-11","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-06-11","2018-06-11","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-06-18","2018-06-18","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-06-18","2018-06-18","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-06-18","2018-06-18","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-07-03","2018-07-03","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-07-03","2018-07-03","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-07-03","2018-07-03","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-07-09","2018-07-09","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-07-09","2018-07-09","7","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-07-09","2018-07-09","7","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-07-16","2018-07-16","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-07-16","2018-07-16","10","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-07-16","2018-07-16","10","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-08-01","2018-08-01","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-08-01","2018-08-01","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-08-01","2018-08-01","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-08-07","2018-08-07","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-08-07","2018-08-07","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-08-07","2018-08-07","9","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-08-13","2018-08-13","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-08-13","2018-08-13","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-08-13","2018-08-13","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-08-21","2018-08-21","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-08-21","2018-08-21","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-08-21","2018-08-21","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-09-03","2018-09-03","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-09-03","2018-09-03","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-09-03","2018-09-03","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-09-12","2018-09-12","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-09-12","2018-09-12","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-09-12","2018-09-12","9","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-09-28","2018-09-28","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-09-28","2018-09-28","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-09-28","2018-09-28","9","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-10-04","2018-10-04","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-10-04","2018-10-04","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-10-04","2018-10-04","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-10-11","2018-10-11","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-10-11","2018-10-11","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-10-11","2018-10-11","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-12-13","2018-12-13","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-12-13","2018-12-13","8","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-12-13","2018-12-13","8","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-12-21","2018-12-21","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-12-21","2018-12-21","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-12-21","2018-12-21","9","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2018-12-27","2018-12-27","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","교체휴지","2018-12-27","2018-12-27","9","142","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","교체휴지","2018-12-27","2018-12-27","9","142","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","교체휴지","2019-01-09","2019-01-09","8","142","2열연","슬래브 입고라인","SEO26FF"
